              MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2    MERRA2
                   T         T         T         T         T         T         T         T         T         T         T         T         T         T         T         T         T         T         U         U         U         U         U         U
                90 S      90 S      90 S      90 S      90 S      90 S      80 S      80 S      80 S      80 S      80 S      80 S      50 S      50 S      50 S      50 S      50 S      50 S      60 S      60 S      60 S      60 S      60 S      60 S
             150 hPa   100 hPa    70 hPa    50 hPa    30 hPa    10 hPa   150 hPa   100 hPa    70 hPa    50 hPa    30 hPa    10 hPa   150 hPa   100 hPa    70 hPa    50 hPa    30 hPa    10 hPa   150 hPa   100 hPa    70 hPa    50 hPa    30 hPa    10 hPa
      Date       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)       (K)     (m/s)     (m/s)     (m/s)     (m/s)     (m/s)     (m/s)
---------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- ---------
1979-01-01    230.53    232.06    233.55    236.07    236.71    248.06    230.00    231.32    233.26    235.56    236.65    246.66    222.40    221.06    221.87    223.92    227.52    240.08      8.18      4.51      1.42     -2.05     -6.99    -14.16
1979-01-02    230.88    232.07    233.47    236.03    237.77    248.31    230.18    231.40    233.52    235.93    236.87    246.70    221.95    220.54    221.53    223.50    227.21    239.96     10.07      5.96      2.18     -1.04     -6.01    -13.83
1979-01-03    231.99    232.70    234.04    236.17    237.18    248.05    230.03    231.53    233.72    235.95    236.73    246.68    221.45    219.83    221.12    223.30    226.91    239.76     11.64      8.13      3.60     -0.11     -5.39    -13.21
1979-01-04    231.97    233.21    233.77    235.88    236.42    249.48    230.41    231.58    233.66    235.78    236.61    247.06    221.95    220.34    221.06    223.21    226.90    239.99      9.95      7.07      3.99      0.48     -4.80    -13.02
1979-01-05    231.63    233.67    233.51    236.00    236.15    250.11    230.63    231.54    233.61    235.70    236.36    247.07    222.24    220.50    221.47    223.44    227.04    239.89      9.55      6.08      3.12     -0.37     -4.90    -13.65
1979-01-06    231.54    233.42    234.08    235.76    235.58    250.11    230.90    231.92    233.69    235.73    236.40    246.78    221.28    219.83    221.07    223.03    226.76    240.13     12.09      7.60      3.68     -0.37     -5.54    -13.27
1979-01-07    231.15    233.95    234.77    236.03    235.71    250.36    230.89    232.05    233.85    235.79    236.25    246.47    221.61    220.14    221.02    222.93    226.76    239.97     12.27      7.68      3.86      0.30     -4.71    -12.27
1979-01-08    231.09    233.69    234.52    236.27    235.89    249.15    230.98    231.79    233.65    235.90    236.53    246.35    222.46    220.86    221.48    223.14    226.77    239.51     11.30      7.64      3.69      0.24     -4.52    -12.24
1979-01-09    232.27    233.81    234.58    236.07    235.22    249.91    231.25    231.75    233.49    235.61    236.12    246.33    222.09    221.03    221.71    223.53    227.36    239.63      9.77      7.01      3.55      0.07     -4.49    -11.51
1979-01-10    233.07    234.17    234.39    235.94    234.90    251.53    231.52    231.81    233.40    235.36    235.82    247.45    222.09    221.14    221.91    223.89    227.50    239.65      8.93      5.85      3.20      0.22     -3.98    -10.92
1979-01-11    233.22    233.75    234.27    235.56    234.95    249.44    231.63    231.88    233.39    235.35    235.65    246.65    222.21    221.32    221.72    223.66    227.31    239.82      7.83      4.78      2.39     -0.38     -4.33    -12.10
1979-01-12    233.01    233.49    234.18    235.49    234.74    249.04    231.68    232.18    233.62    235.35    235.42    245.90    222.41    220.92    221.60    223.62    227.31    239.69      7.84      5.36      2.43     -0.35     -4.67    -12.17
1979-01-13    232.88    233.78    234.73    235.95    234.97    248.64    231.79    232.54    233.99    235.54    235.71    245.79    222.61    220.98    221.82    223.86    227.15    239.46      8.57      5.80      2.67     -0.50     -4.73    -12.29
1979-01-14    233.26    233.96    235.13    236.26    234.38    247.96    231.98    232.72    233.99    235.39    235.41    246.03    222.89    221.03    221.70    223.83    227.17    239.68      8.78      6.49      2.48     -1.01     -5.18    -12.62
1979-01-15    233.43    233.99    234.76    235.83    234.53    248.22    232.03    232.63    233.92    235.43    235.66    246.07    222.82    221.16    221.89    224.04    227.49    239.57      9.54      7.16      3.37     -0.14     -4.73    -12.35
1979-01-16    233.26    233.74    234.50    235.92    234.98    250.69    232.07    232.64    233.83    235.33    235.95    247.34    222.74    220.91    221.83    224.07    227.82    240.02      9.84      7.37      3.71      0.36     -3.58    -10.54
1979-01-17    233.18    233.79    234.67    236.13    235.09    250.31    232.18    233.01    234.26    235.66    235.97    246.58    222.40    220.96    221.64    223.78    227.45    239.47     10.68      7.73      4.23      0.97     -3.53    -10.59
1979-01-18    233.73    234.25    234.96    236.37    234.92    249.23    232.31    233.09    234.26    235.71    236.07    246.07    222.04    220.47    221.56    223.74    227.55    239.32     12.04      8.22      4.57      1.39     -2.94    -10.23
1979-01-19    233.28    233.74    234.38    235.50    234.68    248.83    231.82    232.74    233.93    235.36    235.51    245.46    222.32    220.67    221.63    223.69    227.44    239.13     10.68      7.33      4.20      1.23     -3.26    -10.50
1979-01-20    233.17    233.47    234.62    235.68    234.40    247.85    231.57    232.48    233.73    235.21    235.59    245.05    221.43    220.09    221.22    223.67    227.54    238.61     12.46      8.19      4.71      1.56     -2.98    -10.43
1979-01-21    233.19    233.52    234.49    235.81    235.32    248.80    231.88    232.65    233.90    235.49    235.93    245.34    220.19    218.91    220.33    222.84    226.96    238.20     15.51     11.24      6.92      3.12     -2.01     -9.91
1979-01-22    232.75    233.88    234.34    235.74    234.20    248.73    231.71    232.81    233.94    235.27    235.55    245.15    220.31    218.79    219.89    222.40    226.64    237.84     17.29     12.94      8.19      4.00     -0.81     -8.87
1979-01-23    231.31    232.38    233.43    234.94    234.23    247.89    231.23    232.06    233.39    234.95    235.51    244.91    220.84    219.57    220.21    222.45    226.09    237.84     17.30     13.41      9.24      5.35      0.19     -8.25
1979-01-24    231.00    231.96    233.10    235.10    234.05    247.98    230.94    232.01    233.39    234.74    235.08    244.54    221.26    219.52    220.64    222.88    226.42    237.36     16.35     12.38      8.39      4.63      0.09     -7.92
1979-01-25    230.23    231.54    232.63    234.56    233.73    247.92    230.49    231.87    233.23    234.63    234.91    244.31    221.06    219.69    220.59    222.73    226.58    237.41     16.65     11.61      7.80      4.43      0.06     -7.60
1979-01-26    230.69    232.08    233.25    234.51    233.63    247.94    230.78    232.08    233.27    234.62    234.99    244.27    220.61    219.58    220.58    222.54    226.30    237.53     16.64     12.27      8.39      5.26      0.46     -7.54
1979-01-27    230.93    232.14    233.47    234.53    233.29    248.32    230.93    232.10    233.27    234.53    234.78    244.47    220.74    219.32    220.32    222.11    225.93    237.70     16.06     12.34      8.58      5.12      0.46     -7.28
1979-01-28    231.10    231.99    233.27    234.41    233.07    247.59    230.72    231.89    233.16    234.41    234.55    243.85    220.98    219.55    220.42    222.07    225.75    237.54     16.71     12.35      8.74      5.42      0.24     -7.11
1979-01-29    231.89    232.46    233.62    234.80    232.50    247.73    230.60    231.95    233.10    234.22    234.27    243.76    221.09    219.07    220.03    221.86    225.87    237.36     15.20     11.01      7.08      4.22      0.20     -6.66
1979-01-30    232.59    233.12    233.73    234.62    232.45    246.59    230.81    232.10    233.08    234.19    234.08    243.62    220.19    218.48    219.59    221.86    225.80    237.35     17.77     12.37      8.38      4.41      1.00     -6.01
1979-01-31    233.20    234.08    234.38    235.02    232.68    246.36    231.07    232.32    233.37    234.48    234.24    243.66    219.90    218.58    219.38    221.56    225.62    237.20     17.85     13.19      9.28      5.57      1.03     -6.29
1979-02-01    233.55    233.98    234.04    234.92    232.39    245.91    230.76    232.08    233.22    234.34    233.94    243.39    219.79    218.68    219.54    221.66    225.52    237.27     17.80     13.70      9.64      6.37      1.81     -4.73
1979-02-02    232.01    233.36    233.44    234.45    232.52    244.48    230.38    231.45    232.65    233.95    233.79    242.85    219.48    218.71    219.70    221.88    225.61    237.16     17.00     13.28      9.70      6.70      2.52     -4.40
1979-02-03    232.15    233.20    233.65    234.39    232.40    244.85    230.76    231.82    232.81    233.89    233.55    242.68    219.53    218.63    219.71    221.90    225.44    237.03     16.35     12.92      9.29      6.47      2.44     -3.90
1979-02-04    232.11    233.06    233.19    234.10    232.03    244.35    230.41    231.51    232.54    233.55    233.17    242.32    220.01    218.89    219.98    222.16    225.35    236.79     18.08     13.62      9.70      6.60      2.89     -3.59
1979-02-05    231.98    233.49    233.74    234.09    231.67    243.63    230.78    231.88    232.82    233.63    232.97    242.13    220.38    218.71    219.82    221.79    225.43    236.74     16.89     13.82      9.83      6.69      2.88     -3.00
1979-02-06    232.17    233.34    233.41    233.85    231.37    244.87    231.07    232.01    232.91    233.66    232.82    242.17    219.69    218.28    219.34    221.52    225.27    236.82     17.43     13.48     10.25      6.88      2.95     -3.16
1979-02-07    231.39    232.22    232.58    233.34    230.73    243.85    229.98    231.04    231.93    232.78    232.15    241.73    219.30    218.25    219.50    221.59    225.31    236.63     18.03     14.17     10.34      7.31      3.18     -3.22
1979-02-08    229.16    230.65    231.55    232.42    230.16    242.99    230.06    230.55    231.24    232.10    231.66    241.04    220.32    219.19    220.15    222.21    225.77    236.57     15.45     11.68      7.91      5.41      1.83     -3.77
1979-02-09    228.77    229.28    230.21    231.43    229.20    243.20    229.36    229.78    230.44    231.32    231.14    240.99    220.55    218.92    219.84    222.04    225.66    236.76     16.17     11.64      8.09      5.01      1.64     -3.66
1979-02-10    229.82    229.43    229.80    231.21    229.52    241.93    229.55    229.65    230.40    231.30    231.28    239.99    220.60    219.04    220.12    222.05    225.70    236.75     16.41     12.42      8.36      5.54      1.97     -3.63
1979-02-11    231.11    229.85    229.75    231.23    229.69    240.96    229.83    229.87    230.28    230.94    230.89    239.41    221.06    219.59    220.67    222.55    226.10    236.77     12.92     10.07      6.73      4.02      1.46     -3.34
1979-02-12    231.85    229.85    229.11    230.41    229.37    241.90    229.68    229.74    229.96    230.49    230.43    239.45    221.20    219.67    220.74    222.62    226.01    237.10     12.72      9.33      6.52      4.00      1.65     -2.70
1979-02-13    231.96    230.43    229.67    230.14    229.63    241.09    229.64    229.56    229.85    230.53    230.67    239.12    221.18    219.60    220.55    222.63    226.06    236.65     13.59      9.95      7.49      5.12      2.59     -1.74
1979-02-14    230.36    230.47    230.01    230.33    229.88    238.68    229.87    229.58    229.88    230.63    230.54    238.26    221.30    220.08    220.77    222.68    225.99    236.47     14.10     10.12      7.37      5.06      2.70     -2.00
1979-02-15    229.87    230.46    230.34    230.86    229.27    239.92    230.48    230.09    230.03    230.51    230.19    238.18    220.58    219.38    220.22    222.35    225.97    236.81     13.55     10.42      7.09      4.80      2.56     -0.77
1979-02-16    231.68    231.68    231.31    231.35    231.04    238.54    230.60    229.98    230.15    230.92    230.74    237.98    219.67    218.66    219.82    222.05    225.67    236.30     15.54     11.03      7.97      5.63      2.54     -0.83
1979-02-17    231.42    231.32    231.15    231.82    230.96    237.62    230.24    229.74    229.97    230.86    230.84    237.34    220.63    218.70    219.75    221.66    225.45    236.48     15.77     10.86      8.01      5.85      3.22     -0.52
1979-02-18    230.24    230.71    231.17    231.55    230.61    236.53    229.96    229.72    230.05    230.75    230.32    236.82    220.63    219.01    220.10    222.06    225.41    236.16     16.38     11.87      8.06      5.65      3.57      0.13
1979-02-19    230.73    230.29    230.65    231.17    230.85    237.28    229.64    229.28    229.65    230.28    230.17    237.06    220.23    219.00    219.86    221.48    225.10    236.38     17.01     12.20      8.64      6.37      3.98      1.24
1979-02-20    231.32    230.22    230.11    231.19    230.87    237.38    229.59    229.37    229.68    230.35    230.35    236.45    220.00    218.89    219.96    221.55    225.18    236.18     16.35     12.00      9.39      6.98      4.00      1.20
1979-02-21    231.49    230.18    230.02    230.65    230.15    236.49    229.60    229.31    229.44    230.14    230.11    236.26    220.14    218.70    219.53    221.41    225.03    235.61     17.27     13.05     10.12      7.34      4.61      0.59
1979-02-22    230.36    229.59    229.47    229.65    229.02    236.71    229.23    228.97    229.07    229.65    229.69    235.56    220.32    218.44    219.46    221.33    224.86    235.10     17.62     13.04      9.85      7.36      4.93      1.85
1979-02-23    228.96    228.98    228.70    229.30    228.66    236.33    229.41    229.08    229.02    229.42    229.43    235.13    220.32    218.37    219.33    221.05    224.23    234.69     17.92     13.68     10.50      8.00      5.18      1.88
1979-02-24    231.25    229.53    228.85    229.38    228.06    235.58    229.41    229.58    229.41    229.46    228.93    234.53    219.10    217.43    218.43    220.55    224.01    234.35     19.72     15.13     11.01      7.93      4.86      3.23
1979-02-25    229.59    228.82    228.65    228.94    228.14    235.16    229.25    229.18    229.08    229.33    228.78    234.27    218.42    216.98    218.19    220.29    223.69    233.93     21.09     16.67     12.63      9.38      5.68      4.99
1979-02-26    227.27    227.81    227.80    228.00    227.59    234.16    228.80    228.32    228.17    228.43    227.99    233.67    219.31    217.53    218.60    220.49    223.76    233.63     19.21     15.50     12.04      9.04      5.53      4.06
1979-02-27    227.94    227.79    227.67    227.99    226.90    234.42    229.02    228.11    227.89    227.89    227.31    233.30    219.81    218.14    219.11    220.89    224.16    233.20     17.33     13.16     10.12      7.55      4.86      4.64
1979-02-28    229.82    228.25    227.28    227.41    226.74    233.25    228.99    228.09    227.88    227.59    226.85    232.67    219.60    217.90    218.78    220.57    224.00    233.62     18.14     13.53     10.26      7.57      5.05      5.12
1979-03-01    228.81    227.55    226.55    226.26    226.02    232.45    229.20    228.05    227.51    227.13    226.38    232.02    220.05    218.15    218.86    220.75    224.07    233.13     18.74     14.27     10.84      8.24      5.76      6.08
1979-03-02    228.07    227.70    226.80    225.47    225.86    231.91    229.05    227.81    227.10    226.76    226.13    231.67    219.91    217.74    218.54    220.37    223.81    233.24     18.85     14.42     10.52      8.18      5.82      5.91
1979-03-03    230.63    229.04    227.65    226.60    225.82    232.14    228.89    228.24    227.49    226.81    226.06    230.98    219.21    217.02    218.23    220.17    223.61    232.93     17.83     14.30     11.49      8.70      6.44      7.33
1979-03-04    229.79    229.60    228.44    227.37    226.24    231.25    229.28    228.47    227.72    227.05    226.28    230.35    219.41    217.17    218.04    220.01    223.63    232.95     18.25     14.68     12.09     10.30      8.07      8.27
1979-03-05    229.79    229.67    229.34    228.24    226.92    231.22    230.04    229.08    228.13    227.49    226.25    230.54    218.58    216.62    217.71    219.80    223.44    232.87     21.11     17.27     13.76     11.63      9.32      8.81
1979-03-06    229.72    229.51    229.03    227.65    226.92    230.49    229.12    228.90    228.19    227.50    226.22    230.10    218.29    216.38    217.45    219.57    223.35    232.60     21.86     17.99     14.64     12.19     10.04     10.60
1979-03-07    230.46    230.70    229.33    228.16    226.93    230.23    228.73    228.54    227.96    227.27    226.21    229.91    219.21    216.94    217.80    219.59    222.97    232.68     21.27     17.43     14.51     12.01     10.38     10.34
1979-03-08    230.96    230.49    228.90    227.99    226.66    229.46    228.72    228.52    227.82    226.99    225.87    229.61    220.56    217.75    218.29    219.88    223.15    232.64     18.11     15.54     12.98     11.01      9.90     10.70
1979-03-09    230.35    229.95    228.64    227.33    225.55    229.93    228.59    228.72    227.79    226.72    225.28    229.59    219.30    217.29    218.03    219.85    223.42    232.21     20.13     16.22     13.38     11.44     10.27     11.71
1979-03-10    229.32    228.77    228.58    227.50    225.65    229.84    228.39    228.47    227.67    226.69    225.37    229.77    218.83    216.92    217.72    219.58    223.29    232.19     21.87     17.09     14.04     11.82     10.27     12.05
1979-03-11    228.29    227.95    227.27    226.70    225.29    229.35    228.28    228.03    227.07    226.07    224.84    229.44    219.02    216.99    217.61    219.37    222.97    231.67     22.35     18.18     14.98     12.71     10.87     12.40
1979-03-12    225.48    226.10    225.64    224.89    224.63    228.81    227.09    226.89    226.16    225.30    224.14    229.32    218.85    216.82    217.67    219.39    222.84    231.73     22.40     18.10     14.58     12.26     10.50     11.91
1979-03-13    225.12    225.34    224.84    223.82    223.21    228.31    226.16    225.97    225.37    224.54    223.17    228.56    218.76    216.73    217.60    219.31    222.79    231.47     22.66     18.62     15.69     13.35     11.72     13.01
1979-03-14    223.76    224.21    223.69    223.37    222.48    227.99    225.72    225.29    224.65    223.88    222.62    227.94    218.76    217.13    217.89    219.56    222.92    231.10     22.30     19.03     16.07     13.94     12.53     14.35
1979-03-15    223.69    223.85    223.24    222.44    221.28    227.39    225.78    225.27    224.26    223.17    221.60    227.35    219.02    217.38    218.17    219.88    223.04    230.95     20.59     17.89     15.95     14.38     13.93     15.59
1979-03-16    224.13    224.12    223.27    221.78    220.50    226.27    225.49    224.91    223.72    222.54    221.07    226.51    219.45    217.72    218.53    220.24    223.37    230.94     17.75     15.94     14.68     13.93     13.26     15.52
1979-03-17    224.74    224.55    223.24    221.68    219.63    226.07    225.74    224.98    223.88    222.67    220.91    225.97    219.17    217.21    218.26    220.01    223.35    230.96     20.72     17.29     15.30     14.14     13.41     16.54
1979-03-18    224.76    224.20    222.71    221.25    219.45    226.42    225.98    225.19    223.95    222.49    220.52    225.81    218.71    217.06    217.90    219.69    223.16    230.64     22.09     18.46     16.28     14.88     14.08     17.61
1979-03-19    225.11    224.08    223.03    221.84    219.64    225.52    226.40    225.61    224.02    222.33    220.20    225.37    218.41    216.96    217.79    219.47    222.61    230.11     22.82     19.22     16.78     15.28     14.57     17.28
1979-03-20    224.46    223.62    222.81    221.80    219.58    224.63    226.47    225.58    223.75    222.02    219.75    224.38    218.36    216.92    217.68    219.41    222.64    230.07     23.51     19.40     16.92     15.38     15.20     18.23
1979-03-21    224.98    223.93    223.04    221.94    219.46    223.43    225.85    224.66    223.09    221.47    219.09    223.56    218.62    217.05    217.78    219.41    222.55    229.94     21.65     18.51     16.62     15.58     15.16     18.08
1979-03-22    225.61    224.10    222.70    221.46    219.35    222.68    225.99    224.51    222.76    221.15    218.75    223.00    219.95    218.42    218.82    220.13    223.03    230.03     16.17     15.33     14.76     14.52     15.09     19.82
1979-03-23    225.70    224.23    223.25    221.99    218.89    222.75    225.61    224.16    222.31    220.57    218.28    222.55    219.38    218.30    218.76    220.27    223.49    229.41     16.58     14.54     13.40     13.03     13.70     19.75
1979-03-24    226.53    224.68    223.21    221.11    217.72    221.85    224.77    223.53    221.72    220.14    217.91    221.78    218.58    217.22    217.89    219.85    223.46    229.27     19.31     16.04     13.73     12.64     13.00     19.29
1979-03-25    224.69    223.70    222.03    220.08    216.62    221.87    224.68    223.73    221.78    219.80    217.09    221.15    218.25    216.90    217.81    219.73    223.18    228.91     21.27     17.66     15.51     14.59     14.36     20.34
1979-03-26    224.96    223.64    221.52    219.25    215.38    220.85    224.02    223.21    221.57    219.66    216.94    220.32    217.56    216.98    217.71    219.41    222.99    228.31     22.83     18.50     16.71     15.73     15.51     21.92
1979-03-27    223.16    223.27    220.96    218.80    215.31    220.05    223.56    222.54    221.08    219.30    216.65    219.81    218.24    217.03    217.64    219.25    222.84    228.26     24.33     20.05     17.27     16.01     15.83     23.82
1979-03-28    221.60    221.75    220.33    217.82    214.87    218.91    223.60    222.25    220.75    219.02    216.32    219.13    219.14    217.52    218.04    219.44    222.61    227.86     22.41     19.62     17.85     16.66     17.32     24.65
1979-03-29    222.35    221.60    219.71    217.66    214.34    217.84    223.51    222.26    220.45    218.38    215.33    218.33    219.27    217.88    218.33    219.55    222.50    227.75     20.92     18.39     16.98     16.58     18.30     25.53
1979-03-30    222.33    221.05    219.33    217.51    212.87    218.28    223.07    221.53    219.46    217.46    214.64    218.06    219.00    217.94    218.58    219.80    222.65    226.70     20.37     18.60     17.82     18.12     20.83     26.89
1979-03-31    220.39    219.70    218.22    215.78    211.67    216.98    222.27    220.85    218.67    216.78    214.03    217.12    219.12    218.50    219.15    220.30    222.73    226.77     18.40     16.71     16.01     16.41     19.46     26.82
1979-04-01    220.57    220.89    218.08    215.20    212.01    216.27    223.04    221.60    219.19    216.97    213.88    216.53    219.29    218.31    218.73    219.82    222.32    226.63     19.20     16.82     16.45     16.52     18.92     26.93
1979-04-02    221.76    221.52    218.45    215.16    211.67    215.59    223.44    222.15    219.50    217.07    213.50    216.26    218.38    217.59    218.15    219.28    221.82    226.11     21.71     19.27     17.78     18.06     19.95     26.79
1979-04-03    220.15    220.19    217.50    214.42    211.30    215.43    223.14    221.40    218.88    216.66    213.52    216.22    217.48    217.21    217.69    218.93    221.59    225.55     24.59     21.18     19.65     19.26     20.25     26.04
1979-04-04    220.51    219.38    216.64    214.05    210.59    214.90    222.24    220.57    217.95    215.58    212.40    215.96    218.04    217.14    217.62    218.64    221.23    225.08     24.80     21.38     20.07     19.90     20.85     27.82
1979-04-05    221.71    220.25    216.74    213.79    210.23    213.96    221.86    220.17    217.55    215.23    212.10    215.73    218.22    217.55    217.77    218.87    221.19    225.57     22.56     20.38     19.26     19.04     20.92     29.17
1979-04-06    219.72    218.35    215.48    212.89    210.11    214.31    220.81    219.45    217.02    214.53    211.42    215.70    217.58    217.14    217.32    218.55    221.13    225.68     24.46     20.94     19.58     18.55     20.10     28.11
1979-04-07    218.00    217.56    214.90    212.58    210.33    213.38    220.58    218.98    216.71    214.40    211.64    215.06    217.91    217.25    217.48    218.41    220.93    225.67     24.77     21.65     20.10     19.20     20.45     27.84
1979-04-08    218.43    216.31    213.82    211.83    209.33    213.26    219.13    217.91    215.91    213.93    211.28    214.75    218.26    217.54    217.84    218.65    220.71    225.14     24.13     21.26     20.13     19.60     21.40     29.88
1979-04-09    216.83    215.33    213.25    211.56    208.97    212.61    218.30    216.85    215.06    213.33    210.65    213.51    218.46    217.74    218.07    218.70    220.73    225.09     23.41     21.04     19.80     20.07     22.87     30.57
1979-04-10    213.85    214.06    212.90    211.04    207.97    211.13    218.17    216.61    214.67    212.49    209.19    212.86    218.82    218.01    218.02    218.54    220.69    224.58     20.90     19.69     19.24     20.16     23.19     30.57
1979-04-11    216.67    214.96    212.76    209.54    205.23    210.29    217.99    216.42    214.09    211.60    207.66    212.03    218.51    218.09    218.01    218.46    220.79    224.27     20.56     19.90     20.02     20.67     23.52     32.11
1979-04-12    218.61    215.54    212.01    208.73    204.21    210.44    217.64    216.08    213.56    210.86    206.87    211.86    218.08    217.97    218.16    218.57    220.64    223.86     21.15     20.25     20.12     20.60     24.01     34.55
1979-04-13    216.32    214.23    211.64    208.82    204.67    210.24    217.90    215.90    213.20    210.46    206.56    211.54    217.01    217.11    217.61    218.21    220.47    223.85     24.82     22.29     21.81     22.27     25.59     35.93
1979-04-14    215.26    213.54    211.48    208.56    204.16    209.55    217.64    215.71    212.94    210.07    205.92    210.95    216.77    216.80    217.42    217.96    220.07    223.68     25.70     23.77     23.65     24.23     27.31     36.24
1979-04-15    215.96    213.22    211.21    208.45    203.72    208.85    216.73    215.38    212.66    209.82    205.50    210.26    216.38    216.34    216.88    217.53    219.88    223.36     25.99     24.74     24.43     24.86     28.05     37.56
1979-04-16    214.31    211.39    209.70    207.47    202.96    208.43    216.14    214.58    212.04    209.26    205.01    210.02    217.72    216.92    217.10    217.63    219.70    222.57     24.59     23.93     23.98     24.80     28.22     38.02
1979-04-17    212.37    210.58    209.40    207.48    202.66    207.58    216.01    214.31    211.95    209.25    204.86    209.19    218.04    217.49    217.22    217.57    219.62    222.45     22.37     21.28     21.40     22.58     26.42     36.90
1979-04-18    212.60    212.05    210.12    207.65    202.60    208.27    216.69    214.64    212.15    209.33    204.77    209.27    218.20    217.21    216.93    217.40    219.40    222.26     20.37     20.35     20.30     21.62     25.63     36.74
1979-04-19    213.72    212.64    210.40    207.46    202.68    207.43    216.80    214.76    212.34    209.71    204.94    209.23    217.71    216.94    216.45    216.93    218.79    222.12     23.02     21.79     21.64     22.88     26.70     36.91
1979-04-20    216.03    214.24    211.06    207.71    202.23    207.93    216.78    214.87    212.32    209.27    204.58    209.10    217.35    216.83    216.31    216.68    218.45    221.72     24.28     23.51     23.33     24.07     26.65     37.11
1979-04-21    215.18    213.65    210.84    207.36    202.29    207.48    216.75    214.71    211.94    208.79    204.25    208.45    216.97    216.49    215.92    216.34    218.19    221.25     24.26     22.39     22.14     22.37     25.21     36.98
1979-04-22    212.43    212.14    209.16    205.98    201.11    206.73    215.32    213.66    211.31    208.33    203.91    208.23    216.08    216.37    216.00    216.16    217.56    221.60     25.99     24.10     23.48     23.59     26.26     37.58
1979-04-23    210.53    210.03    207.85    204.87    200.04    205.59    214.30    212.61    210.07    206.88    202.21    207.51    217.23    216.90    216.45    216.54    218.07    221.33     22.52     21.72     22.05     23.05     26.83     38.26
1979-04-24    210.51    209.43    207.22    203.91    198.25    204.60    212.98    211.71    209.00    205.78    201.09    206.89    217.51    217.00    216.75    216.87    218.27    220.86     19.41     19.95     20.84     22.12     26.20     39.12
1979-04-25    209.44    208.57    206.45    203.72    198.32    205.81    213.25    211.59    208.74    205.60    200.94    206.90    217.91    217.08    216.75    216.80    217.98    220.12     18.56     18.49     19.29     20.48     24.64     37.35
1979-04-26    208.77    208.47    206.50    203.75    198.26    206.07    213.83    211.96    208.98    205.81    200.80    207.40    217.57    216.61    216.36    216.37    217.59    219.39     17.96     18.53     19.34     20.32     24.33     36.28
1979-04-27    212.03    210.22    207.40    203.87    197.82    207.63    214.07    212.07    208.99    205.70    200.72    208.45    217.32    216.85    216.32    216.24    217.12    219.40     18.53     19.30     19.81     20.98     24.35     35.35
1979-04-28    212.51    210.42    206.82    202.99    197.44    206.41    213.03    211.08    208.18    205.09    200.44    207.56    216.37    216.44    215.96    215.84    216.80    219.27     21.54     21.61     21.35     22.08     24.93     34.61
1979-04-29    208.11    207.41    204.52    201.14    196.32    205.04    212.31    210.03    207.05    204.06    200.03    206.83    216.17    216.47    215.94    215.72    216.67    219.14     23.16     22.54     22.79     23.57     26.29     36.29
1979-04-30    209.36    206.99    204.20    200.91    196.62    204.35    212.08    209.57    206.79    203.97    199.42    206.36    216.30    216.23    215.57    215.68    216.95    219.19     23.19     22.25     22.81     24.22     27.40     38.16
1979-05-01    212.75    208.97    204.99    202.11    195.78    205.08    211.96    209.86    207.25    203.94    198.67    206.09    217.07    216.56    215.99    215.89    217.10    219.15     21.85     21.53     22.10     24.10     28.44     40.31
1979-05-02    213.06    207.78    204.70    201.91    195.62    205.16    211.00    209.05    206.57    203.53    198.33    205.73    216.48    216.55    215.77    215.67    216.92    219.27     21.99     21.95     23.02     24.99     29.91     42.38
1979-05-03    213.02    208.57    204.88    201.61    195.72    202.44    211.01    208.96    206.33    203.08    197.65    204.99    216.27    216.53    215.63    215.36    216.70    218.20     23.83     24.21     24.90     26.89     31.75     44.17
1979-05-04    212.48    207.39    203.90    201.04    195.07    201.51    210.68    208.40    205.55    202.29    196.99    204.39    216.13    216.37    215.40    215.27    216.57    217.79     25.31     25.00     25.63     27.45     33.04     46.14
1979-05-05    210.78    206.48    203.40    200.44    193.36    201.61    210.80    207.93    204.84    201.62    196.45    204.54    216.74    216.83    215.88    215.71    216.55    217.46     23.29     23.07     24.68     27.45     33.57     46.99
1979-05-06    209.45    205.81    202.62    199.93    193.08    202.81    210.56    207.49    204.40    201.23    196.08    204.74    216.79    216.60    215.75    215.53    216.01    216.96     22.25     23.08     24.51     26.97     33.46     47.19
1979-05-07    209.53    206.08    203.42    200.26    193.03    202.02    211.39    207.87    204.78    201.50    195.99    204.32    216.99    216.76    215.82    215.41    215.73    216.58     21.81     23.76     25.23     27.55     33.71     48.54
1979-05-08    209.97    205.83    203.17    199.91    192.69    201.13    210.08    206.95    204.21    201.15    195.63    203.65    216.88    217.18    216.19    215.62    215.77    216.19     23.02     24.04     26.31     28.97     34.79     48.02
1979-05-09    210.76    205.99    202.69    198.78    192.05    201.61    210.00    207.07    203.79    200.37    194.81    203.73    216.84    216.48    215.65    215.44    215.88    215.59     23.20     24.24     26.39     29.21     35.22     48.23
